,Ratings,Full Reviews,Short Reviews
12993,1,"Monitor is execellent ,giving 1 star for the poor delivary service by flipkart my product was 2 tumes delayed i have go by myself to the delivary courier to take the product..or else i didnt get this product after 1 month also...Never gonna buy anything from flipkart from now onwards so poor delivary service i ever seen in my life..... I ordered the product on 10 th august it was shipped in my city on 16 august but they didnt delivered it to me....","['1', 'Worst service']"
12994,2,Monitor Brite will be automatically increase and decrease,"['2', 'Moderate']"
12995,5,I just love it 😍😍😍😍😍,"['5', 'Excellent']"
12996,5,Best monitor.I purchased in only Rs.6929,"['5', 'Wonderful']"
12997,3,About the product I have to say 'Awesome'. But the delivery time taken too much long. I have requested to deliver as early as possible but no one solved it... Totally disappointed.... first time I have got the product in 23 days.,"['3', 'Good']"
12998,5,Good monitor and gaming amd sync amazing 75 hz refresh rate good for home tv use and computer and Android TV thank u flipkart and acer,"['5', 'Terrific']"
12999,5,Pretty good quality. Bought for 8K. I got it replaced for the first delivery as monitor was defective. The second replacement delivery just arrived 3 business days. Acer support is fantastic. If you get any error while connecting to laptop just call acer and do the troubleshooting. The price on big billion days was 6.5k. So keep looking for deals.,"['5', 'Brilliant']"
13000,4,Very sharp and clear picture quality and best product in this price segment full HD best product,"['4', 'Worth the money']"
13001,5,Best quality,"['5', 'Just wow!']"
13002,5,Awesome 😍,"['5', 'Super!']"
13003,5,"Brilliant Product 👍
Just mind blowing !!
Picture quality is really awesome 👍","['5', 'Classy product']"
13004,5,viewing angles are amazing and good clarity. But the delivery was very late.,"['5', 'Just wow!']"
13005,5,Nice,"['5', 'Awesome']"
13006,5,Such a good quality,"['5', 'Worth every penny']"
13007,5,"I buy this at great price of Rs. 6800, really worth it","['5', 'Super!']"
13008,5,go for it....best in price 6749.,"['5', 'Brilliant']"
13009,5,Looking nice,"['5', 'Just wow!']"
13010,4,"Good product, i got it for best price. Blacks are little bit not good. Overal is greate.","['4', 'Very Good']"
13011,5,Nice product value for money,"['5', 'Super!']"
13012,1,The letters are very very blurry. Totally a crap monitor.,"['1', 'Worthless']"
13013,4,Nice one .,"['4', 'Worth the money']"
13014,5,Nice monitor got 7999🥰,"['5', 'Awesome']"
13015,4,Loved it. Nice compact monitor with All features need for setting up home office.,"['4', 'Pretty good']"
13016,5,Good monitor,"['5', 'Great product']"
13017,5,Good,"['5', 'Terrific']"
13018,4,"Its awesome...
Quality with good clarity....","['4', 'Pretty good']"
13019,5,Very good,"['5', 'Just wow!']"
13020,5,"Nice viewing angles, good contrast and decent look. Got in on offer, so value for money too","['5', 'Fabulous!']"
13021,5,Good quality products ....,"['5', 'Terrific purchase']"
13022,3,"Picture quality ok
As per bill & packing inch 21.5
but actual size is only 19.5","['3', '2 Inches short']"
13023,5,Nice,"['5', 'Simply awesome']"
13024,4,Monitor stopped working after a month due to manufacturing defect.. I got replaced it by consulting customer care within 7-9 workings days. Now it is working fine n no complaints yet. Overall it is a good product.,"['4', 'Pretty good']"
13025,4,Good,"['4', 'Worth the money']"
13026,4,Good monitor,"['4', 'Good choice']"
13027,5,Good product in low-budget.,"['5', 'Terrific']"
13028,4,Nice,"['4', 'Nice product']"
13029,5,"Very good Monitor, Value for the Money.","['5', 'Just wow!']"
13030,5,Good Product.,"['5', 'Simply awesome']"
13031,4,Good,"['4', 'Really Nice']"
13032,5,Beautiful screen,"['5', 'Best in the market!']"
13033,4,It's verry good,"['4', 'Worth the money']"
13034,4,Perfect Product. Just one drawback height is not adjustable,"['4', 'Worth the money']"
13035,4,"Hassle-free delivery within a day

Purpose: work from home (office work)

Using for last 2 weeks, monitor works fine

Tilt/Swivel functionality absent

Haven't used much for movies/gaming

Will update after few months of usage","['4', 'Good quality product']"
13036,1,Display problem,"['1', 'Not recommended at all']"
13037,1,Quality not better,"['1', 'Not recommended at all']"
13038,5,Good,"['5', 'Highly recommended']"
13039,5,Super,"['5', 'Fabulous!']"
13040,5,zabardast moniter very good,"['5', 'Awesome']"
13041,1,Flickering effect appears in the screen after the 1 month of usage,"['1', 'Did not meet expectations']"
13042,5,Good quality,"['5', 'Perfect product!']"
13043,1,Video quality is not good as expected. Better go with other brands like LG or samsung.,"['1', 'Not recommended at all']"
13044,5,Good quality monitor at the best price,"['5', 'Simply awesome']"
13045,4,Awesome product,"['4', 'Really Nice']"
13046,5,Was amazing,"['5', 'Terrific purchase']"
13047,5,Osm,"['5', 'Highly recommended']"
13048,5,Very nice product..,"['5', 'Mind-blowing purchase']"
13049,5,Great Purchase at great Price. Superb Quality Product by Acer. Great Quality. Must Buy.,"['5', 'Fabulous!']"
13050,4,"Delivery Man Is awesome And Good Behaviour also ...
Nd Nice product 👍😊","['4', 'Worth the money']"
13051,5,Good quality of picture. Not definitely full hd but satisfying color and light. Worthy to spend the cost for this product.,"['5', 'Excellent']"
13052,5,Mind Blowing Purchase.. Good viewing Angle.. Go for it. .,"['5', 'Terrific purchase']"
13053,4,Easy to fit it and working fine. Economical model.,"['4', 'Nice product']"
13054,4,"Good product, I am happy with the performance as of now","['4', 'Really Nice']"
13055,5,Great purchase,"['5', 'Brilliant']"
13056,1,"Hi guys don't buy this product, bcz HDMI not support","['1', ""Don't waste your money""]"
13057,3,It's a nice one but it catches dust easily.,"['3', 'Fair']"
13058,5,Very nice excellent TV,"['5', 'Classy product']"
13059,5,"Nice product, light weight, slim body","['5', 'Fabulous!']"
13060,1,"Very poor quality , within a week started bending from the base. No warranty as well.","['1', 'Did not meet expectations']"
13061,3,Good,"['3', 'Nice']"
13062,4,Good,"['4', 'Very Good']"
13063,5,"Super clarity screen
Awesome product❤👌🔥","['5', 'Wonderful']"
13064,5,Good product good delivery,"['5', 'Wonderful']"
13065,5,"nice product , good picture clarity .","['5', 'good product.']"
13066,5,Good product thanks flipkart,"['5', 'Simply awesome']"
13067,4,fine,"['4', 'Pretty good']"
13068,4,Nice,"['4', 'Wonderful']"
13069,5,"Value for money

Good quality screen
Better brightness
Viewing angles are good

No adjustable stand that only worst","['5', 'Great product']"
13070,5,Excellent,"['5', 'Terrific purchase']"
13071,3,Nice...,"['3', 'Fair']"
13072,5,Good condition,"['5', 'Classy product']"
13073,4,Good monitor very clear picture quality at this price point,"['4', 'Really Nice']"
13074,5,Super tq flipcart,"['5', 'Brilliant']"
13075,5,"Good monitor
Best in budget segment","['5', 'Wonderful']"
13076,5,Great product 👍👍,"['5', 'Mind-blowing purchase']"
13077,5,Very good product,"['5', 'Wonderful']"
13078,5,"Very good product with high resolution...
I love it.....","['5', 'Mind-blowing purchase']"
13079,4,Super,"['4', 'Good choice']"
13080,5,"Nice picture quality, response time quick.
I like this monitor
Best cost and quality.","['5', 'Excellent']"
13081,3,Best,"['3', 'Decent product']"
13082,4,Good panel,"['4', 'Very Good']"
13083,5,Very good,"['5', 'Brilliant']"
13084,5,Very nice,"['5', 'Worth every penny']"
13085,5,"Excellent product i had ever seen this type of monitor.
😘😘","['5', 'Classy product']"
13086,5,Good monitor though it cannot beat the IPS quality in terms of viewing angle and clarity..,"['5', 'Worth every penny']"
13087,5,"Good monitor with clarity, visibility, nice look","['5', 'Worth every penny']"
13088,5,Value for money. Good product I love it,"['5', 'Simply awesome']"
13089,5,I love it,"['5', 'Terrific purchase']"
13090,5,Great monitor clarity is awesome,"['5', 'Terrific purchase']"
13091,4,"Screen quality is good. However, stand once fixed -- it can't be detached easily without scratches on the stand. Stand material is of plastic and it's of light weight.","['4', 'Wonderful']"
13092,4,Greamust buy,"['4', 'Really Nice']"
13093,4,Worth for money,"['4', 'Value-for-money']"
13094,3,Ok,"['3', 'Nice']"
13095,5,HDMI Port super,"['5', 'Best in the market!']"
13096,5,Super Quality,"['5', 'Great product']"
13097,5,Lovely product,"['5', 'Highly recommended']"
13098,5,Excellent monitor,"['5', 'Super!']"
13099,5,Good product,"['5', 'Fabulous!']"
13100,5,Nice every one buy this monitor,"['5', 'Mind-blowing purchase']"
13101,4,Plz don't buy this product bcoz after a week it's flickering &. Hdmi not working properly & they r not refund my money just exchange it to another what a bad service such disappointed so much I trusted this company I have to fix it with VGA cable works ok I m so much disappointed with this in Flipkart,"['4', 'Good quality product']"
13102,3,"Nice product, it's come without VGA cable.otherwise good product.and it's length 19.5"" with stand,but not without stand.that's very important who will buy it..","['3', 'Decent product']"
13103,5,very good monitor works smoothly,"['5', 'Must buy!']"
13104,1,Screen resolution type is HD. But the screen resolution is pixel is very low. Not a good product to buy.,"['1', 'Utterly Disappointed']"
13105,1,Poor Display clarity.. Don't go for these monitor. It's not an HD monitor..,"['1', 'Utterly Disappointed']"
13106,1,Average,"['1', 'Useless product']"
